unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
PPS,HH_DCH,MED_E,BE	20996 b	19128 	19353 	18895 b	18815 	18548 	19098 	17404 	17299 	17515 	15957 	15479 	15056 	15291 	14761 	14185 	14602 	13378 	12635 	13548 
PPS,HH_DCH,MED_E,BG	7631 b	7098 	7221 	6814 	5715 	5967 	5168 b	5450 	4819 	4625 	4575 	4636 	4712 	5045 	4101 	2776 	2406 	: 	: 	: 
PPS,HH_DCH,MED_E,CH	22511 	21737 	21376 	22244 	21764 	21941 	22687 	21662 	20672 b	21271 	19630 	18770 	18306 	18557 	17752 	16692 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,CY	18116 b	16378 	16440 	16778 	15424 	14733 	14126 	13260 	13789 	14953 	16806 	17136 	16110 	17191 	16491 b	17135 	15300 	13853 	: 	: 
PPS,HH_DCH,MED_E,CZ	13936 b	12164 	13066 	13222 	12383 	11544 	11237 	10522 	9744 	9336 	8846 	8432 	8150 	8093 	8030 	7402 	6874 	6350 	: 	: 
PPS,HH_DCH,MED_E,DE	19039 b	18561 	20813 b	19413 	18538 	18005 	17993 	17364 	16268 	16641 	16514 	15054 	14806 	15104 	15301 	14437 	11982 	12467 	: 	: 
PPS,HH_DCH,MED_E,DK	22721 b	21902 	20727 b	22081 	20950 	20589 	20820 	19693 	19258 	19043 	18385 	18159 b	17017 	16599 	16850 	15918 	14919 	14790 	13997 	14397 
PPS,HH_DCH,MED_E,EA	: 	15593 	16189 b	15973 	15423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EA18	: 	: 	16237 b	16030 	15477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EA19	: 	15593 	16189 b	15973 	15423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EA20	16508 	15530 	16111 	15888 	15332 	15006 	14905 	14155 	13634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EE	15632 	13075 	12333 	12631 	12016 	10677 	10602 	9527 	8561 b	7825 	7222 	6772 	6442 	6968 	6832 	5842 	4928 	4241 	3724 	: 
PPS,HH_DCH,MED_E,EL	8617 b	7691 	7875 	7626 	7026 	7014 	6750 	6485 	6441 	6574 	8242 	10397 	10845 	11112 	10825 	9893 	10062 	9932 	9525 	9067 
PPS,HH_DCH,MED_E,ES	13588 b	12110 	13558 	13665 	13573 	12927 	12029 	11281 	10588 	10734 	11044 	11466 	11787 	12478 	12334 b	10628 	10171 	9666 	9410 	: 
PPS,HH_DCH,MED_E,EU	: 	: 	: 	14486 e	13923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EU27_2007	: 	: 	: 	14530 e	13970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EU27_2020	15265 	14328 	14724 b	14458 e	13875 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,EU28	: 	: 	: 	14486 e	13923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,FI	18942 	17902 	18327 	18234 	17500 	17085 	17256 	16925 	16652 	16862 	16331 	15515 	14885 	15199 	14361 	13133 	12663 	12140 	11226 	: 
PPS,HH_DCH,MED_E,FR	17201 b	16856 	16036 b	17101 	16524 	16650 	17012 	16351 	15815 	15872 	15428 	14634 	14346 	14592 	14414 b	12151 	12623 	12028 	11404 	: 
PPS,HH_DCH,MED_E,HR	11084 b	10140 	10087 	9463 	8539 	7974 	7255 	6453 	5968 	6025 	5793 	5751 	6121 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,HU	7998 b	7487 	7731 	7335 	6429 	6013 	5763 	5506 	5144 	5022 	5442 	4617 	4340 	4384 	4206 	4313 	4303 	3853 	: 	: 
PPS,HH_DCH,MED_E,IE	16367 b	15626 	15887 b	15909 	16122 	14561 	14457 	13347 	12022 	12007 	11329 	10897 	10800 	12019 	13828 	13710 	12734 	11934 	11935 	11560 
PPS,HH_DCH,MED_E,IS	: 	: 	: 	: 	21289 	20234 	19753 	18215 	17477 	16685 	15138 	15304 	15109 	18962 	19747 	17994 	16487 	14969 	14320 	: 
PPS,HH_DCH,MED_E,IT	14722 b	13072 	14230 	13820 	13220 	12992 	12946 	12483 	12259 	12115 	12387 	12795 	12011 	12307 	12573 	11915 	11330 	11029 	10621 	: 
PPS,HH_DCH,MED_E,LT	12150 b	11053 	10540 	9293 	9312 	8051 	7990 	6860 	6285 	5640 	5295 	4185 	4386 	5938 	5991 	5056 	4079 	3363 	: 	: 
PPS,HH_DCH,MED_E,LU	25186 b	24569 b	21012 b	20747 	19963 	21711 	20410 b	21887 	20500 	19142 	17951 	19466 	18450 	19334 	21061 	21215 	20679 	20318 	20257 	19705 
PPS,HH_DCH,MED_E,LV	10928 b	10623 	9970 	9981 	9065 	8169 	8271 	7103 	6176 	5295 	5048 	4683 	4726 	6491 	6457 	4722 	3717 	3427 	: 	: 
PPS,HH_DCH,MED_E,ME	5250 	4500 	4952 	4806 	4837 	4594 	4379 	4012 	3587 	3691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,MK	: 	: 	4108 	4152 	4019 	3841 	3645 	3477 	3164 	3152 	2992 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,MT	18893 b	17336 	17087 	17161 	16573 	16344 	15432 	15042 	13439 	12473 	11964 	11360 	10935 	11477 	11428 	10832 	10095 	10366 	: 	: 
PPS,HH_DCH,MED_E,NL	25972 b	24610 	21148 	20925 	20567 	20176 	19882 b	17926 	17173 	17357 	16931 	16619 	16824 	17356 	17322 	15637 	14359 	13768 	: 	: 
PPS,HH_DCH,MED_E,NO	22967 	21306 b	23270 	22566 	22154 	21891 	23342 	23690 	23354 	22654 	21455 	20273 	19710 	20384 	19256 	17319 	15446 	15164 	16003 	15747 
PPS,HH_DCH,MED_E,PL	10675 b	10315 	10195 	9354 	8677 	8296 	8545 	7869 	7434 	7124 	6799 	6602 	5977 	5850 	5207 	4103 	3656 	3275 	: 	: 
PPS,HH_DCH,MED_E,PT	10254 b	10680 b	11027 	10221 	9511 	9378 	9169 	8661 	8116 	8104 	8119 	8069 	7934 	7756 	8129 	7628 	7276 	7007 	6770 	: 
PPS,HH_DCH,MED_E,RO	7845 b	6849 	6206 	5725 	4818 	3881 	3253 	3070 	2693 	2665 	2524 	2435 	2456 	2383 	2237 	2062 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,RS	: 	5147 	5335 	4622 	3839 	3730 	3470 	3292 	3108 	3368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,SE	17753 	16941 	16633 	16464 	17182 	16782 	17186 	16822 	16017 	16858 	15775 	14900 	14474 	14755 	13703 b	12614 	11699 	11288 	10898 	: 
PPS,HH_DCH,MED_E,SI	16958 b	15651 	15132 	14940 	14056 	13408 	13406 	13232 	12293 	12113 	12178 	11743 	11175 	12130 	11672 	10820 	10186 	9363 	: 	: 
PPS,HH_DCH,MED_E,SK	6915 b	6925 	7820 	8335 	7673 	7439 	8066 	7898 	7579 	7630 	7989 	7334 	6835 	6408 	5665 	4676 	3692 	3226 	: 	: 
PPS,HH_DCH,MED_E,TR	: 	4375 	4906 	4958 	4737 	4836 	4768 	4173 	4024 	3863 	3850 	3582 	3211 	3296 	3131 	3065 	2665 	: 	: 	: 
PPS,HH_DCH,MED_E,UK	: 	: 	: 	: 	14669 	14300 b	13721 	13469 	13269 	12434 	12897 b	12139 	12275 	13248 	15333 	15273 	13941 	13689 	: 	: 
PPS,HH_DCH,MED_E,XK	: 	: 	: 	: 	3086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,AL	: 	4058 	4218 	4075 	3841 	3488 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,AT	21240 b	20447 	19418 	19336 	19578 	19695 	18863 	18290 	17829 	17307 	17299 	17025 	16660 	16726 	16453 b	14890 	14243 	14024 	13347 	12760 
PPS,HH_DCH,MEI_E,BE	21156 b	19129 	19476 	18982 b	18748 	18665 	19248 	17740 	17491 	17927 	16382 	15886 	15472 	15473 	15389 	14751 	14906 	13917 	12745 	14102 
PPS,HH_DCH,MEI_E,BG	10330 b	10036 	9622 	9466 	7790 	7985 	6503 b	6978 	5859 	5593 	5148 	5639 	5600 	5763 	5160 	3235 	2702 	: 	: 	: 
PPS,HH_DCH,MEI_E,CH	26623 	25668 	24798 	24982 	24508 	25154 	25738 	24530 	23974 b	24303 	22356 	21810 	20699 	21465 	20600 	19448 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,CY	20574 b	18348 	18696 	19205 	17024 	16869 	16464 	15646 	16023 	17370 	19342 	18887 	18210 	18887 	18491 b	18934 	16947 	15416 	: 	: 
PPS,HH_DCH,MEI_E,CZ	15090 b	13410 	14155 	13992 	13256 	12581 	12400 	11497 	10733 	10315 	9851 	9504 	9195 	9141 	8947 	8222 	7593 	7098 	: 	: 
PPS,HH_DCH,MEI_E,DE	21319 b	21499 	23185 b	20873 	21020 	19830 	19450 	19010 	18176 	18472 	17721 	16547 	15958 	16755 	16767 	16022 	12676 	13322 	: 	: 
PPS,HH_DCH,MEI_E,DK	24858 b	22907 	21963 b	23238 	21970 	22094 	22456 	20542 	20259 	19287 	18995 	18508 b	16278 	16130 	17008 	16283 	14957 	14529 	13981 	14135 
PPS,HH_DCH,MEI_E,EA	: 	17612 	18128 b	17494 	17124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EA18	: 	: 	18168 b	17541 	17176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EA19	: 	17612 	18128 b	17494 	17124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EA20	18468 	17589 	18035 	17404 	17022 	16640 	16535 	15773 	15281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EE	17837 	14612 	14088 	14371 	13369 	12444 	12379 	11402 	10123 b	9182 	8245 	7598 	7468 	8204 	7805 	6958 	5823 	5037 	4616 	: 
PPS,HH_DCH,MEI_E,EL	10263 b	9127 	9460 	8976 	8534 	8631 	8493 	8255 	8293 	7940 	9666 	11782 	12711 	12974 	12892 	11867 	12226 	11784 	10984 	10820 
PPS,HH_DCH,MEI_E,ES	15826 b	14396 	15538 	15602 	15611 	14932 	14465 	13404 	12817 	12583 	13226 	13677 	13904 	14681 	14490 b	12269 	11747 	11157 	10905 	: 
PPS,HH_DCH,MEI_E,EU	: 	: 	: 	16153 e	15660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EU27_2007	: 	: 	: 	16202 e	15714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EU27_2020	17081 	16207 	16488 b	15934 e	15433 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,EU28	: 	: 	: 	16153 e	15660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,FI	20596 	19381 	19821 	19937 	18713 	18210 	18502 	17912 	17806 	18060 	17377 	16646 	15890 	16143 	15251 	14256 	13786 	12831 	12024 	: 
PPS,HH_DCH,MEI_E,FR	19570 b	18958 	18034 b	18605 	17709 	17968 	18658 	18066 	17237 	17805 	17572 	17010 	16319 	16373 	16524 b	13160 	13737 	13104 	12319 	: 
PPS,HH_DCH,MEI_E,HR	12277 b	11279 	10850 	10588 	9516 	8867 	8196 	7293 	6741 	6778 	6571 	6667 	7084 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,HU	9310 b	8518 	9183 	8565 	7494 	6923 	6750 	6300 	5939 	5754 	6176 	5397 	4772 	4868 	4707 	4768 	5359 	4482 	: 	: 
PPS,HH_DCH,MEI_E,IE	17366 b	17057 	17247 b	17522 	17349 	16343 	15805 	14880 	13992 	13561 	12918 	12868 	13019 	13968 	15592 	15894 	14753 	13678 	13208 	12442 
PPS,HH_DCH,MEI_E,IS	: 	: 	: 	: 	22546 	21100 	20897 	19347 	18417 	17624 	16235 	16026 	16387 	22431 	22448 	21037 	17924 	16370 	15168 	: 
PPS,HH_DCH,MEI_E,IT	16757 b	15111 	16172 	15459 	15133 	14994 	14795 	14113 	13978 	14008 	14092 	14500 	14048 	14391 	14264 	13807 	13298 	13028 	12450 	: 
PPS,HH_DCH,MEI_E,LT	15368 b	14145 	13420 	11950 	11320 	9978 	9829 	9151 	7884 	7099 	6384 	5339 	5707 	7428 	7145 	5885 	4862 	4102 	: 	: 
PPS,HH_DCH,MEI_E,LU	29185 b	27599 b	24263 b	25723 	23072 	25166 	23680 b	25413 	23588 	23519 	21360 	22472 	21817 	23014 	24204 	23921 	24001 	23768 	23302 	22266 
PPS,HH_DCH,MEI_E,LV	12877 b	12565 	12035 	11708 	10762 	9473 	9593 	8441 	7607 	6663 	6298 	5794 	5748 	7560 	7698 	5834 	4799 	4081 	: 	: 
PPS,HH_DCH,MEI_E,ME	6037 	5292 	5786 	5617 	5608 	6003 	5510 	5012 	4746 	4730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,MK	: 	: 	4777 	4600 	4294 	4283 	4183 	3994 	3820 	3806 	3659 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,MT	22394 b	19945 	19816 	18396 	18171 	17761 	17152 	16332 	14767 	13775 	12568 	12285 	11877 	12391 	12501 	11527 	11046 	11307 	: 	: 
PPS,HH_DCH,MEI_E,NL	26493 b	25644 	23676 	22183 	21707 	21531 	20936 b	19139 	18338 	18344 	18164 	17740 	18052 	18954 	19424 	17253 	15594 	14421 	: 	: 
PPS,HH_DCH,MEI_E,NO	25211 	23144 b	24039 	23438 	22463 	22603 	24333 	24551 	24676 	23271 	22317 	20652 	20379 	21371 	20537 	17478 	17525 	16323 	17486 	17413 
PPS,HH_DCH,MEI_E,PL	12132 b	11762 	11635 	10966 	10009 	9926 	10020 	9300 	8908 	8491 	8230 	7879 	7194 	7140 	6517 	5184 	4663 	4328 	: 	: 
PPS,HH_DCH,MEI_E,PT	12052 b	12444 b	12649 	11753 	10882 	10879 	10662 	10093 	9618 	9279 	9570 	9675 	9761 	9838 	10140 	9924 	9640 	9242 	8851 	: 
PPS,HH_DCH,MEI_E,RO	8742 b	7901 	7165 	6913 	5795 	4554 	3945 	3601 	3312 	3273 	3006 	2970 	3035 	2983 	2804 	2695 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,RS	: 	6069 	6205 	5257 	4445 	4470 	4254 	4343 	3937 	4214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MEI_E,SE	18504 	17673 	17020 	17051 	17545 	17866 	18004 	17149 	16462 	17103 	15910 	14898 	14665 	15358 	14251 b	12993 	11917 	11691 	11218 	: 
PPS,HH_DCH,MEI_E,SI	17957 b	16501 	16141 	16100 	14815 	14100 	14253 	14056 	13066 	12940 	12824 	12515 	12139 	12995 	12541 	11562 	11025 	10185 	: 	: 
PPS,HH_DCH,MEI_E,SK	7285 b	7296 	7962 	8518 	7771 	7599 	8401 	8336 	8438 	8072 	8607 	7766 	7244 	7032 	5931 	4930 	4186 	3476 	: 	: 
PPS,HH_DCH,MEI_E,TR	: 	6563 	7261 	7122 	7075 	7164 	6988 	6039 	5717 	5569 	5489 	5130 	4607 	4678 	4431 	4331 	3888 	: 	: 	: 
PPS,HH_DCH,MEI_E,UK	: 	: 	: 	: 	17569 	16825 b	15613 	16142 	15001 	14281 	14631 b	14967 	14792 	15397 	17855 	17161 	15772 	16200 	: 	: 
PPS,HH_DCH,MEI_E,XK	: 	: 	: 	: 	4078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,AL	: 	3358 	3697 	3414 	3195 	2919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,AT	16994 b	15513 	16001 	15763 	15557 	16313 	15630 	14983 	14888 	13439 	14015 	13354 	12824 	12606 	12649 b	11322 	11709 	11005 	10988 	10262 
PPS,HH_NDCH,MED_E,BE	12399 b	11575 	12506 	11989 b	11540 	10054 	9983 	9999 	10677 	10658 	10541 	10747 	10208 	10748 	9778 	9622 	9201 	9378 	8629 	7488 
PPS,HH_NDCH,MED_E,BG	7131 b	7101 	6738 	6518 	5124 	5498 	4746 b	4961 	4485 	4408 	4106 	4274 	4443 	4449 	3508 	2313 	2120 	: 	: 	: 
PPS,HH_NDCH,MED_E,CH	19917 	20255 	21434 	21000 	20243 	20784 	21986 	22213 	21881 b	22619 	21088 	19587 	19169 	20993 	19267 	18968 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,CY	12038 b	10893 	10966 	11527 	10967 	9048 	9160 	8580 	9250 	10630 	12898 	13691 	12748 	14192 	14756 b	12961 	11716 	10448 	: 	: 
PPS,HH_NDCH,MED_E,CZ	11399 b	9995 	10286 	9987 	9408 	8565 	8729 	8007 	7481 	7174 	6947 	6827 	6636 	6811 	7308 	6384 	5845 	5531 	: 	: 
PPS,HH_NDCH,MED_E,DE	16600 b	16447 	18183 b	15770 	14300 	14544 	13828 	12001 	10796 	10587 	11357 	10564 	10132 	9618 	9502 	9216 	5780 	7924 	: 	: 
PPS,HH_NDCH,MED_E,DK	17203 b	15911 	14972 b	14949 	15535 	13159 	12462 	11760 	11542 	11201 	11657 	12875 b	12120 	11037 	13179 	12806 	12371 	12049 	11275 	11154 
PPS,HH_NDCH,MED_E,EA	: 	10701 	11654 b	11388 	10741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EA18	: 	: 	11669 b	11405 	10761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EA19	: 	10701 	11654 b	11388 	10741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EA20	11517 	10734 	11599 	11326 	10683 	10667 	10169 	9524 	9074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EE	13432 	10957 	11508 	11268 	10703 	9879 	8964 	7778 	6317 b	5940 	5458 	5110 	5323 	6680 	6266 	5345 	4586 	3646 	2877 	: 
PPS,HH_NDCH,MED_E,EL	5734 b	4608 	4741 	4369 	3645 	3311 	2889 	2751 	2513 	2673 	3385 	5165 	6740 	6615 	6796 	6738 	6572 	6469 	6016 	5984 
PPS,HH_NDCH,MED_E,ES	9903 b	8752 	9671 	9191 	8832 	8535 	8065 	7887 	7988 	8676 	9243 	9215 	10577 	11825 	11860 b	8966 	9070 	8483 	7526 	: 
PPS,HH_NDCH,MED_E,EU	: 	: 	: 	11253 e	10617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EU27_2007	: 	: 	: 	11295 e	10659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EU27_2020	11177 	10315 	10946 b	10644 e	10004 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,EU28	: 	: 	: 	11253 e	10617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,FI	13075 	12573 	13141 	13352 	12727 	12205 	12309 	12253 	12484 	12488 	12403 	12024 	11632 	13150 	12351 	10414 	10077 	9870 	9001 	: 
PPS,HH_NDCH,MED_E,FR	7098 b	5748 	6174 b	9937 	9772 	10389 	10096 	10517 	9554 	9997 	10290 	10287 	9813 	9863 	10074 b	6888 	6138 	6369 	6498 	: 
PPS,HH_NDCH,MED_E,HR	8403 b	6827 	7032 	6513 	5831 	5733 	5263 	4939 	4615 	4499 	4346 	4361 	4898 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,HU	7120 b	6752 	6904 	6079 	5519 	5578 	5391 	4848 	4401 	3868 	4021 	3761 	3385 	3706 	3504 	3888 	3554 	3109 	: 	: 
PPS,HH_NDCH,MED_E,IE	14733 b	13704 	15510 b	15350 	15532 	12800 	11102 	10993 	9377 	9024 	8835 	9704 	11096 	12803 	15531 	15084 	13974 	12915 	12027 	11149 
PPS,HH_NDCH,MED_E,IS	: 	: 	: 	: 	21826 	21022 	20904 	19282 	17918 	16610 	15245 	15407 	16196 	21023 	20892 	18746 	17255 	16137 	14876 	: 
PPS,HH_NDCH,MED_E,IT	9436 b	8801 	9950 	9567 	9091 	8908 	8370 	7801 	7717 	8004 	8618 	8603 	9020 	9307 	8952 	8458 	8249 	8198 	7933 	: 
PPS,HH_NDCH,MED_E,LT	10832 b	10364 	9738 	9253 	8160 	8231 	7321 	6375 	5860 	5329 	4451 	3678 	3646 	5441 	5421 	4512 	2856 	2267 	: 	: 
PPS,HH_NDCH,MED_E,LU	24819 b	19707 b	13792 b	14705 	12700 	13936 	15062 b	17692 	16967 	16884 	16072 	15629 	17135 	16096 	16468 	17959 	17016 	19787 	17699 	16656 
PPS,HH_NDCH,MED_E,LV	8318 b	8440 	8294 	8334 	7746 	7147 	6595 	5950 	5583 	4639 	4019 	3603 	3830 	5776 	6000 	4404 	3613 	2479 	: 	: 
PPS,HH_NDCH,MED_E,ME	6236 	5064 	5308 	5142 	4551 	4035 	3978 	3801 	3381 	3357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,MK	: 	: 	4642 	4357 	4338 	4204 	3833 	3434 	2840 	2530 	2509 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,MT	17119 b	15143 	15237 	14388 	13458 	13636 	13437 	13091 	12676 	12300 	12158 	11810 	11626 	12650 	12138 	10635 	10890 	10371 	: 	: 
PPS,HH_NDCH,MED_E,NL	17350 b	17222 	16288 	15172 	14781 	14807 	14287 b	12743 	12823 	13722 	13593 	14088 	14216 	15527 	14748 	13878 	13241 	12573 	: 	: 
PPS,HH_NDCH,MED_E,NO	18874 	18388 b	20742 	18965 	16115 	18039 	18692 	19648 	20186 	19647 	18349 	14960 	16671 	18956 	17985 	15601 	12441 	15129 	15350 	16036 
PPS,HH_NDCH,MED_E,PL	10206 b	8941 	8392 	8019 	7136 	7030 	6723 	5841 	5966 	5876 	5503 	5084 	4762 	4568 	3959 	2936 	2382 	1952 	: 	: 
PPS,HH_NDCH,MED_E,PT	7051 b	6241 b	6395 	5892 	5171 	4642 	4300 	4062 	4233 	4546 	4915 	5724 	5583 	6065 	5730 	5217 	5030 	5183 	4955 	: 
PPS,HH_NDCH,MED_E,RO	6250 b	5487 	5102 	4872 	4202 	3423 	3100 	2613 	2340 	2218 	1992 	1820 	1945 	1733 	1632 	1460 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,RS	: 	4091 	3889 	3513 	2738 	2302 	2292 	2009 	1946 	2339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MED_E,SE	14215 	12140 	12741 	12678 	13020 	13811 	13381 	12171 	11821 	12344 	12092 	10773 	11035 	12503 	11506 b	11516 	11848 	11173 	10659 	: 
PPS,HH_NDCH,MED_E,SI	10800 b	9473 	9505 	8940 	8165 	8000 	7880 	7440 	7382 	7128 	7337 	7910 	7300 	8397 	7484 	7159 	6821 	6189 	: 	: 
PPS,HH_NDCH,MED_E,SK	6593 b	6058 	7567 	8231 	7915 	8027 	8180 	7835 	8131 	7134 	7637 	6865 	6496 	6018 	4967 	4136 	3438 	2801 	: 	: 
PPS,HH_NDCH,MED_E,TR	: 	4168 	4901 	4978 	5040 	5050 	4979 	4426 	4297 	4132 	4263 	3907 	3571 	3688 	3451 	3393 	2973 	: 	: 	: 
PPS,HH_NDCH,MED_E,UK	: 	: 	: 	: 	15175 	15299 b	14055 	14754 	14399 	13568 	12547 b	13149 	13297 	14508 	15507 	15380 	14700 	13266 	: 	: 
PPS,HH_NDCH,MED_E,XK	: 	: 	: 	: 	3687 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MEI_E,AL	: 	4292 	4412 	4309 	4086 	3846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MEI_E,AT	19890 b	17927 	18873 	19619 	18617 	18802 	17908 	17338 	17662 	15968 	16194 	15780 	14999 	15170 	14946 b	13543 	13388 	13120 	12339 	11640 
PPS,HH_NDCH,MEI_E,BE	16275 b	14993 	15776 	15001 b	15261 	14388 	14804 	14025 	14016 	13637 	12923 	12911 	12769 	12863 	12885 	11935 	11386 	11100 	10558 	10885 
PPS,HH_NDCH,MEI_E,BG	9554 b	9823 	9026 	8680 	6886 	7603 	6386 b	6448 	5916 	5636 	5131 	5349 	5198 	5311 	4535 	2857 	2671 	: 	: 	: 
PPS,HH_NDCH,MEI_E,CH	22145 	22284 	22608 	22296 	22284 	23136 	24022 	23433 	23213 b	22895 	21732 	20522 	20061 	21329 	20255 	19968 	: 	: 	: 	: 
PPS,HH_NDCH,MEI_E,CY	14948 b	12567 	12543 	12625 	11822 	11061 	10734 	10536 	11153 	13024 	15375 	15537 	14681 	16143 	16160 b	14656 	13588 	12283 	: 	: 
PPS,HH_NDCH,MEI_E,CZ	12735 b	11454 	11425 	11322 	10525 	9976 	9741 	9032 	8661 	8508 	7994 	7893 	7729 	7645 	8011 	7266 	6642 	6263 	: 	: 
PPS,HH_NDCH,MEI_E,DE	19541 b	19417 	19726 b	17210 	16600 	16588 	16227 	14859 	13904 	14091 	13797 	13636 	13117 	13257 	13490 	13161 	9634 	11596 	: 	: 
PPS,HH_NDCH,MEI_E,DK	19730 b	19500 	18090 b	18948 	18860 	16340 	16186 	15023 	14439 	14189 	14340 	14532 b	13991 	11861 	14602 	14083 	13195 	12911 	12013 	11507 
PPS,HH_NDCH,MEI_E,EA	: 	13982 	14366 b	14056 	13497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MEI_E,EA18	: 	: 	14386 b	14079 	13522 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_NDCH,MEI_E,EA19	: 	13982 	14366 b	14056 	13497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
